trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2388,False,"{'a': 0.9, 'e': 0.008412807768624651}",25,8,27.006138346453717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2389,False,"{'a': 0.9, 'e': 0.00839599896749147}",20,15,10.281982004734974,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2390,False,"{'a': 0.9, 'e': 0.008379223750365355}",25,16,15.073909835093685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2391,False,"{'a': 0.9, 'e': 0.008362482050145411}",20,12,12.42408301385569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2392,False,"{'a': 0.9, 'e': 0.008345773799864812}",20,11,15.430596099365303,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2393,False,"{'a': 0.9, 'e': 0.008329098932690548}",20,15,9.921171791434531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2394,False,"{'a': 0.9, 'e': 0.008312457381923119}",20,12,8.477318414732233,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2395,False,"{'a': 0.9, 'e': 0.008295849080996301}",30,11,34.166800940202485,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.9, 'e': 0.008279273963476861}",25,7,28.600180189894566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2397,False,"{'a': 0.9, 'e': 0.008262731963064322}",25,10,24.664749587984993,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2398,False,"{'a': 0.9, 'e': 0.008246223013590652}",20,9,24.511498889425287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2399,False,"{'a': 0.9, 'e': 0.00822974704902003}",20,8,25.267926012873215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2400,False,"{'a': 0.9, 'e': 0.00821330400344857}",30,22,13.313075314838047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2401,False,"{'a': 0.9, 'e': 0.008196893811104083}",25,8,28.004269511284583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2402,False,"{'a': 0.9, 'e': 0.00818051640634577}",25,14,23.250840704042133,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2403,False,"{'a': 0.9, 'e': 0.00816417172366399}",25,15,17.613492082484466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2404,False,"{'a': 0.9, 'e': 0.008147859697679982}",20,10,18.532776518654927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2405,False,"{'a': 0.9, 'e': 0.008131580263145637}",30,21,16.504753831873046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2406,False,"{'a': 0.9, 'e': 0.008115333354943185}",35,25,19.532527370941366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2407,False,"{'a': 0.9, 'e': 0.008099118908084974}",20,16,8.686545302272647,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2408,False,"{'a': 0.9, 'e': 0.008082936857713186}",20,1,29.43699070622289,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2409,False,"{'a': 0.9, 'e': 0.008066787139099614}",20,14,9.388215533548342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2410,False,"{'a': 0.9, 'e': 0.008050669687645355}",20,9,-33.854000453990444,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
2411,False,"{'a': 0.9, 'e': 0.00803458443888058}",25,12,22.407752548540767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2412,False,"{'a': 0.9, 'e': 0.008018531328464267}",25,17,18.464680729398424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2413,False,"{'a': 0.9, 'e': 0.008002510292183965}",25,19,11.620024012255485,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2414,False,"{'a': 0.9, 'e': 0.007986521265955502}",20,11,18.21685136483868,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2415,False,"{'a': 0.9, 'e': 0.007970564185822752}",20,9,21.179016804826446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2416,False,"{'a': 0.9, 'e': 0.007954638987957365}",25,14,15.157627608535229,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2417,False,"{'a': 0.9, 'e': 0.007938745608658544}",20,9,20.100410027520958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2418,False,"{'a': 0.9, 'e': 0.007922883984352742}",20,3,31.86436868791517,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2419,False,"{'a': 0.9, 'e': 0.007907054051593441}",20,9,24.007690609456127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2420,False,"{'a': 0.9, 'e': 0.007891255747060883}",25,13,20.664866321372394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2421,False,"{'a': 0.9, 'e': 0.007875489007561841}",20,9,20.8494081166874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2422,False,"{'a': 0.9, 'e': 0.00785975377002933}",20,9,22.755454297823107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2423,False,"{'a': 0.9, 'e': 0.00784404997152238}",20,7,19.411470527808895,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2424,False,"{'a': 0.9, 'e': 0.007828377549225767}",20,3,34.64821380116684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2425,False,"{'a': 0.9, 'e': 0.007812736440449795}",25,19,12.480384873462562,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2426,False,"{'a': 0.9, 'e': 0.007797126582630004}",25,17,13.74903665205078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2427,False,"{'a': 0.9, 'e': 0.007781547913326937}",20,10,20.112820266051283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2428,False,"{'a': 0.9, 'e': 0.007766000370225894}",30,16,25.4810509917688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2429,False,"{'a': 0.9, 'e': 0.007750483891136692}",20,14,3.8908303587421598,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2430,False,"{'a': 0.9, 'e': 0.007734998413993389}",30,16,24.255884064204025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2431,False,"{'a': 0.9, 'e': 0.007719543876854055}",20,13,15.256766070249872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2432,False,"{'a': 0.9, 'e': 0.0077041202179005215}",20,9,20.3535234550311,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2433,False,"{'a': 0.9, 'e': 0.007688727375438125}",20,8,23.48504038735238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2434,False,"{'a': 0.9, 'e': 0.007673365287895489}",30,18,23.370403708501257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2435,False,"{'a': 0.9, 'e': 0.007658033893824235}",35,12,32.31980529422894,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2436,False,"{'a': 0.9, 'e': 0.007642733131898768}",25,13,22.78929854447833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2437,False,"{'a': 0.9, 'e': 0.007627462940916011}",25,7,36.069985212516684,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2438,False,"{'a': 0.9, 'e': 0.0076122232597951945}",30,13,31.138496503292746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.9, 'e': 0.007597014027577567}",30,21,15.65459878955897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2440,False,"{'a': 0.9, 'e': 0.00758183518342618}",20,11,16.41376633192143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2441,False,"{'a': 0.9, 'e': 0.007566686666625628}",20,13,12.009422552970888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2442,False,"{'a': 0.9, 'e': 0.007551568416581838}",30,24,12.894630352383858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2443,False,"{'a': 0.9, 'e': 0.007536480372821785}",20,3,30.090646718870058,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2444,False,"{'a': 0.9, 'e': 0.00752142247499327}",30,17,25.148185798192134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2445,False,"{'a': 0.9, 'e': 0.007506394662864678}",25,11,28.906837617314558,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2446,False,"{'a': 0.9, 'e': 0.0074913968763247515}",20,3,28.846748027588696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2447,False,"{'a': 0.9, 'e': 0.007476429055382319}",25,14,20.822821409242525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2448,False,"{'a': 0.9, 'e': 0.007461491140166077}",25,16,20.132354304345164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2449,False,"{'a': 0.9, 'e': 0.007446583070924338}",20,5,27.897121032999173,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2450,False,"{'a': 0.9, 'e': 0.007431704788024818}",25,11,21.937727682666633,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2451,False,"{'a': 0.9, 'e': 0.007416856231954359}",30,23,17.104284430998316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2452,False,"{'a': 0.9, 'e': 0.0074020373433187165}",20,9,22.72824356688544,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2453,False,"{'a': 0.9, 'e': 0.00738724806284231}",30,16,30.436399855486783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2454,False,"{'a': 0.9, 'e': 0.007372488331368012}",20,11,17.95221281975869,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2455,False,"{'a': 0.9, 'e': 0.007357758089856868}",20,10,18.657080018781215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2456,False,"{'a': 0.9, 'e': 0.007343057279387895}",20,11,18.275518141663582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2457,False,"{'a': 0.9, 'e': 0.007328385841157824}",25,15,20.070340710525073,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2458,False,"{'a': 0.9, 'e': 0.007313743716480895}",25,11,22.929187288883437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2459,False,"{'a': 0.9, 'e': 0.007299130846788583}",25,11,26.199138494483044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2460,False,"{'a': 0.9, 'e': 0.00728454717362939}",20,12,16.03032251175577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2461,False,"{'a': 0.9, 'e': 0.007269992638668599}",20,4,26.174395744214618,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2462,False,"{'a': 0.9, 'e': 0.007255467183688062}",25,2,35.495444452019946,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2463,False,"{'a': 0.9, 'e': 0.007240970750585934}",20,12,13.961545840526082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2464,False,"{'a': 0.9, 'e': 0.0072265032813764625}",25,15,18.987847869345604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2465,False,"{'a': 0.9, 'e': 0.007212064718189745}",20,8,23.14689104007279,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2466,False,"{'a': 0.9, 'e': 0.0071976550032715235}",20,13,14.378375437067533,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2467,False,"{'a': 0.9, 'e': 0.007183274078982912}",30,22,16.72578556592316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2468,False,"{'a': 0.9, 'e': 0.007168921887800194}",30,19,22.60297023579563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2469,False,"{'a': 0.9, 'e': 0.007154598372314579}",20,3,34.087077454397246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2470,False,"{'a': 0.9, 'e': 0.007140303475231999}",20,16,8.78457354696234,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2471,False,"{'a': 0.9, 'e': 0.007126037139372841}",20,16,7.306810145967002,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2472,False,"{'a': 0.9, 'e': 0.007111799307671742}",20,15,10.548269849791563,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2473,False,"{'a': 0.9, 'e': 0.007097589923177349}",20,1,27.05948259105854,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2474,False,"{'a': 0.9, 'e': 0.0070834089290521185}",20,8,20.27449999438144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2475,False,"{'a': 0.9, 'e': 0.0070692562685720495}",25,8,32.3710062544231,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2476,False,"{'a': 0.9, 'e': 0.00705513188512648}",25,15,19.493479428892016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2477,False,"{'a': 0.9, 'e': 0.007041035722217852}",25,15,19.31294654511002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2478,False,"{'a': 0.9, 'e': 0.007026967723461506}",25,17,15.666840393853311,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2479,False,"{'a': 0.9, 'e': 0.007012927832585425}",25,20,11.305335018042644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2480,False,"{'a': 0.9, 'e': 0.006998915993430023}",20,13,14.876435110915105,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2481,False,"{'a': 0.9, 'e': 0.006984932149947921}",30,10,34.63114159573379,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2482,False,"{'a': 0.9, 'e': 0.006970976246203739}",25,17,15.456379302855632,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2483,False,"{'a': 0.9, 'e': 0.006957048226373836}",20,6,21.965564565556214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2484,False,"{'a': 0.9, 'e': 0.0069431480347461145}",25,5,34.31423963627263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2485,False,"{'a': 0.9, 'e': 0.006929275615719783}",25,16,14.975024547803978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2486,False,"{'a': 0.9, 'e': 0.00691543091380516}",30,23,11.786004896446656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2487,False,"{'a': 0.9, 'e': 0.006901613873623412}",25,6,35.5644861829679,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2488,False,"{'a': 0.9, 'e': 0.006887824439906362}",25,0,41.61294761377056,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2489,False,"{'a': 0.9, 'e': 0.006874062557496248}",25,17,14.708751637751186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2490,False,"{'a': 0.9, 'e': 0.0068603281713455365}",20,8,20.781012219351375,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,False,"{'a': 0.9, 'e': 0.006846621226516658}",20,8,20.637169966964304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2492,False,"{'a': 0.9, 'e': 0.006832941668181813}",30,15,25.871999811369864,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2493,False,"{'a': 0.9, 'e': 0.006819289441622745}",25,7,31.39817358200535,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2494,False,"{'a': 0.9, 'e': 0.006805664492230543}",20,0,38.01798465140283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2495,False,"{'a': 0.9, 'e': 0.006792066765505384}",30,18,25.003612691951105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2496,False,"{'a': 0.9, 'e': 0.006778496207056343}",20,16,5.179087436454257,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2497,False,"{'a': 0.9, 'e': 0.006764952762601162}",25,3,36.81409318545626,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2498,False,"{'a': 0.9, 'e': 0.006751436377966058}",25,20,11.359930509862146,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2499,False,"{'a': 0.9, 'e': 0.006737946999085467}",25,14,19.61641516973851,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2500,False,"{'a': 0.9, 'e': 0.006724484572001857}",20,6,28.454687256151924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2501,False,"{'a': 0.9, 'e': 0.006711049042865494}",20,12,14.451794337567481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2502,False,"{'a': 0.9, 'e': 0.006697640357934257}",20,14,11.376462017358714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2503,False,"{'a': 0.9, 'e': 0.006684258463573382}",30,11,38.22741169478906,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2504,False,"{'a': 0.9, 'e': 0.006670903306255274}",20,15,11.094954252820216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2505,False,"{'a': 0.9, 'e': 0.006657574832559279}",30,16,23.884315347822167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2506,False,"{'a': 0.9, 'e': 0.006644272989171497}",35,25,21.97243951091308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2507,False,"{'a': 0.9, 'e': 0.006630997722884531}",20,15,11.754849267846144,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2508,False,"{'a': 0.9, 'e': 0.006617748980597298}",20,16,6.664441890374861,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2509,False,"{'a': 0.9, 'e': 0.006604526709314805}",20,12,14.947985938465006,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2510,False,"{'a': 0.9, 'e': 0.006591330856147961}",25,13,19.759917881899966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2511,False,"{'a': 0.9, 'e': 0.00657816136831333}",25,11,24.491782574199235,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2512,False,"{'a': 0.9, 'e': 0.006565018193132943}",30,12,29.780701403833117,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2513,False,"{'a': 0.9, 'e': 0.006551901278034077}",20,5,28.11617501942282,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2514,False,"{'a': 0.9, 'e': 0.006538810570549064}",25,12,26.863361836148734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2515,False,"{'a': 0.9, 'e': 0.0065257460183150515}",25,16,15.510985551671435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2516,False,"{'a': 0.9, 'e': 0.006512707569073814}",30,24,11.903962360811114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2517,False,"{'a': 0.9, 'e': 0.00649969517067153}",20,3,23.631262534368773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2518,False,"{'a': 0.9, 'e': 0.0064867087710586005}",25,13,20.453757260049372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2519,False,"{'a': 0.9, 'e': 0.006473748318289405}",25,14,19.78886591962435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2520,False,"{'a': 0.9, 'e': 0.006460813760522114}",20,6,26.486221721796802,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2521,False,"{'a': 0.9, 'e': 0.006447905046018473}",20,5,26.00191801582704,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2522,False,"{'a': 0.9, 'e': 0.00643502212314362}",20,13,13.079562820154072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2523,False,"{'a': 0.9, 'e': 0.006422164940365839}",30,21,18.44966947020771,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2524,False,"{'a': 0.9, 'e': 0.006409333446256383}",20,0,28.81788731670629,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2525,False,"{'a': 0.9, 'e': 0.006396527589489252}",20,13,13.820698763624465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2526,False,"{'a': 0.9, 'e': 0.006383747318841013}",25,13,19.537881282753503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2527,False,"{'a': 0.9, 'e': 0.006370992583190561}",20,3,25.095619484068475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2528,False,"{'a': 0.9, 'e': 0.006358263331518937}",25,6,39.56033606311305,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2529,False,"{'a': 0.9, 'e': 0.00634555951290911}",20,13,14.304402400194357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2530,False,"{'a': 0.9, 'e': 0.006332881076545802}",30,15,26.826650658873156,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2531,False,"{'a': 0.9, 'e': 0.006320227971715243}",20,10,21.160486658293188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2532,False,"{'a': 0.9, 'e': 0.006307600147804999}",25,0,40.029675536430986,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2533,False,"{'a': 0.9, 'e': 0.0062949975543037506}",25,14,20.604013805920193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2534,False,"{'a': 0.9, 'e': 0.006282420140801118}",20,10,18.373081621039326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2535,False,"{'a': 0.9, 'e': 0.006269867856987425}",20,2,33.362885874227196,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2536,False,"{'a': 0.9, 'e': 0.00625734065265352}",20,13,15.151287419222543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2537,False,"{'a': 0.9, 'e': 0.006244838477690562}",25,11,21.399481122780166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2538,False,"{'a': 0.9, 'e': 0.0062323612820898485}",30,16,28.088276716904204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2539,False,"{'a': 0.9, 'e': 0.006219909015942573}",25,18,14.477090033407517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2540,False,"{'a': 0.9, 'e': 0.006207481629439654}",25,19,12.570828251140519,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2541,False,"{'a': 0.9, 'e': 0.006195079072871524}",20,13,13.25258146402029,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2542,False,"{'a': 0.9, 'e': 0.006182701296627951}",30,14,26.12743229866721,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2543,False,"{'a': 0.9, 'e': 0.006170348251197808}",30,20,20.90129283533767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2544,False,"{'a': 0.9, 'e': 0.006158019887168897}",25,8,29.196385558706453,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2545,False,"{'a': 0.9, 'e': 0.00614571615522774}",20,14,13.916756008600114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2546,False,"{'a': 0.9, 'e': 0.006133437006159403}",25,9,29.273693494903064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2547,False,"{'a': 0.9, 'e': 0.00612118239084727}",20,11,-24.77258376853688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2548,False,"{'a': 0.9, 'e': 0.0061089522602728605}",20,10,21.408012806329854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2549,False,"{'a': 0.9, 'e': 0.006096746565515633}",30,16,27.613529945375806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2550,False,"{'a': 0.9, 'e': 0.006084565257752801}",25,0,36.46659592915644,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2551,False,"{'a': 0.9, 'e': 0.006072408288259114}",35,19,32.40751276827688,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2552,False,"{'a': 0.9, 'e': 0.006060275608406675}",25,10,30.1486824103743,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2553,False,"{'a': 0.9, 'e': 0.006048167169664746}",25,14,21.977876658588563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2554,False,"{'a': 0.9, 'e': 0.006036082923599565}",25,17,15.642889682665842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2555,False,"{'a': 0.9, 'e': 0.0060240228218741265}",25,12,26.452236689092036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2556,False,"{'a': 0.9, 'e': 0.006011986816248007}",25,5,22.354876750495087,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2557,False,"{'a': 0.9, 'e': 0.005999974858577163}",25,7,27.612857125885135,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2558,False,"{'a': 0.9, 'e': 0.005987986900813759}",25,20,10.635884349240014,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2559,False,"{'a': 0.9, 'e': 0.005976022895005943}",30,22,14.76697750492403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2560,False,"{'a': 0.9, 'e': 0.005964082793297674}",20,14,11.424732644990927,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2561,False,"{'a': 0.9, 'e': 0.005952166547928531}",20,9,23.721342426467842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2562,False,"{'a': 0.9, 'e': 0.00594027411123351}",20,5,24.44915693079738,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2563,False,"{'a': 0.9, 'e': 0.00592840543564286}",20,10,17.75518401428135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2564,False,"{'a': 0.9, 'e': 0.005916560473681857}",20,13,14.329301396324457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2565,False,"{'a': 0.9, 'e': 0.005904739177970637}",30,19,24.540909061145925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2566,False,"{'a': 0.9, 'e': 0.005892941501223998}",25,8,30.742554267861244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2567,False,"{'a': 0.9, 'e': 0.005881167396251225}",25,19,12.19172597877205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2568,False,"{'a': 0.9, 'e': 0.005869416815955879}",20,13,10.89924242519218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2569,False,"{'a': 0.9, 'e': 0.0058576897133356225}",25,18,11.746533394839009,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2570,False,"{'a': 0.9, 'e': 0.0058459860414820245}",20,8,22.809667247714376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
